No,PSRJ,ref_psr,RAJ,ra_err,ref_ra,DECJ,dec_err,ref_dec,ra_deg,dec_deg
232,J0518+5125,scb+19,05:18:26.145,0.008,mbc+20,+51:25:58.7,0.2,mbc+20,79.6089375,51.43297222222222
233,J0518+5416,slr+14,05:18:53.199,0.018,lsk+18,+54:16:50.0,0.29,lsk+18,79.7216625,54.28055555555555
234,J0519+44,hrk+08,05:19,0.0,hrk+08,+44,0.0,hrk+08,79.74999999999999,44.0
235,J0519-6932,mfl+06,05:19:46.917,0.012,mfl+06,-69:32:23.48,0.07,mfl+06,79.94548749999998,-69.53985555555555
236,J0520-2553,lml+98,05:20:36.185,0.0034,hlk+04,-25:53:12.29,0.11,hlk+04,80.15077083333333,-25.886747222222223
237,J0521-68,rcl+13,05:21:44,0.0,rcl+13,-68:35,0.0,rcl+13,80.43333333333332,-68.58333333333333
238,J0522-6847,mfl+06,05:22:23.06,0.08,mfl+06,-68:47:02.2,0.3,mfl+06,80.59608333333331,-68.78394444444444
239,J0523-7125,wmk+22,05:23:48.66,0.03,wmk+22,-71:25:52.58,0.15,wmk+22,80.95275,-71.43127222222223
240,J0525+1115,mlt+78,05:25:56.4483,0.0011,hlk+04,+11:15:19.08,0.07,hlk+04,81.48520125,11.2553
241,J0525-6607,mgi+79,05:26:00.9,0.1,kkm+03,-66:04:36.3,0.6,kkm+03,81.50375,-66.07674999999999
242,J0528+2200,sr68,05:28:52.264,0.009,ywml10,+22:00:04,2.0,ywml10,82.21776666666666,22.00111111111111
243,J0529-0715,clh+20,05:29:08.973,0.002,clh+20,-07:15:26.43,0.1,clh+20,82.2873875,-7.257341666666667
244,J0529-6652,mhah83,05:29:50.90,0.03,lbs+20,-66:52:39.9,0.3,lbs+20,82.46208333333333,-66.87774999999999
245,J0530-39,mss+20,05:30,0.0,mss+20,-39,0.0,mss+20,82.49999999999999,-39.0
246,J0532-6639,mfl+06,05:32:59.51,0.06,mfl+06,-66:39:37.3,0.5,mfl+06,83.24795833333333,-66.66036111111111
247,J0532-69,rcl+13,05:32:04,0.0,rcl+13,-69:46,0.0,rcl+13,83.01666666666665,-69.76666666666667
248,J0533+0402,snt97,05:33:25.828,0.005,lbs+20,+04:01:59.7,0.2,lbs+20,83.35761666666666,4.03325
249,J0533-4524,ovm+20,05:33:13.89,0.04,ovm+20,-45:24:50.2,0.2,ovm+20,83.307875,-45.413944444444446
250,J0533+6759,san16,05:33:55.1401,0.0003,san16,+67:59:17.489,0.003,san16,83.47975041666666,67.9881913888889
251,J0534-13,mss+20,05:34,0.0,mss+20,-13,0.0,mss+20,83.49999999999999,-13.0
252,J0534+2200,sr68,05:34:31.973,0.005,mcn71,+22:00:52.06,0.06,mcn71,83.63322083333331,22.01446111111111
254,J0534-6703,mfl+06,05:34:36.17,0.1,mfl+06,-67:03:48.8,0.8,mfl+06,83.65070833333331,-67.06355555555555
255,J0535-66,rcl+13,05:35:40,0.0,rcl+13,-66:52,0.0,rcl+13,83.91666666666666,-66.86666666666666
256,J0535-6935,ckm+01,05:35,2.0,ckm+01,-69:35,7.0,ckm+01,83.74999999999999,-69.58333333333333
257,J0536-7543,mlt+78,05:36:30.82,0.01,jbv+19,-75:43:54.8,0.1,jbv+19,84.12841666666665,-75.73188888888889
258,J0537-69,rcl+13,05:37:43,0.0,rcl+13,-69:21,0.0,rcl+13,84.42916666666666,-69.35
259,J0537-6910,mgz+98,05:37:47.416,0.11,tbf+06,-69:10:19.88,0.6,tbf+06,84.44756666666666,-69.1721888888889
260,J0538+2817,fcwa95,05:38:25.0572,0.0001,cbv+09,+28:17:09.161,0.002,cbv+09,84.60440499999999,28.285878055555557
261,J0540+3207,cfl+06,05:40:37.116,0.001,nab+13,+32:07:37.3,0.1,nab+13,85.15464999999999,32.127027777777776
262,J0540-6919,shh84,05:40:11.202,0.009,msl+10,-69:19:54.17,0.05,msl+10,85.046675,-69.33171388888888
263,J0540-7125,lml+98,05:40:30.8,0.3,dsb+98,-71:25:31.4,0.5,dsb+98,85.12833333333333,-71.42538888888889
264,J0542-68,rcl+13,05:42:35,0.0,rcl+13,-68:16,0.0,rcl+13,85.64583333333333,-68.26666666666667
265,J0543+2329,dls72,05:43:09.660,0.011,hlk+04,+23:29:05,5.0,hlk+04,85.79025,23.484722222222224
266,J0543-6851,mfl+06,05:43:52.71,0.11,mfl+06,-68:51:25.3,0.9,mfl+06,85.969625,-68.85702777777777
269,J0546+2441,clm+05,05:46:28.76,0.03,clm+05,+24:41:21,6.0,clm+05,86.61983333333332,24.689166666666665
271,J0554+3107,pga+13,05:54:05.01,0.03,pga+13,+31:07:41,4.0,pga+13,88.52087499999999,31.128055555555555
272,J0555+3948,bck+13,05:55,5.0,bck+13,+39:48,5.0,bck+13,88.75,39.8
273,J0555-7056,mfl+06,05:55:01.85,0.12,mfl+06,-70:56:45.6,0.6,mfl+06,88.75770833333333,-70.946
274,J0556-67,hcb+22,05:56:25,0.0,hcb+22,-67:29,0.0,hcb+22,89.10416666666666,-67.48333333333333
275,J0557+1550,skl+15,05:57:31.44918,9e-05,skl+15,+15:50:06.046,0.008,skl+15,89.38103824999999,15.835012777777779
276,J0557-2948,kmk+18,05:57:32.9995,0.0007,kmk+18,-29:48:16.804,0.007,kmk+18,89.38749791666666,-29.80466777777778
277,J0600-5756,mlt+78,06:00:46.5,0.3,nmc81,-57:56:54,3.0,nmc81,90.19374999999998,-57.94833333333333
278,J0601-0527,mlt+78,06:01:58.9752,0.0002,dgb+19,-05:27:50.871,0.004,dgb+19,90.49573,-5.464130833333334
279,J0605+3757,san16,06:05:05.5439,0.0001,san16,+37:57:35.96,0.01,san16,91.27309958333332,37.959988888888894
281,J0608+1635,ttk+17,06:08:51.662,0.005,psf+22,+16:35:09.4,0.4,psf+22,92.21525833333332,16.585944444444443
282,J0609+2130,lxf+05,06:09:58.8861,0.0002,lxf+05,+21:30:02.84,0.09,lxf+05,92.49535875,21.500788888888888
283,J0610-2100,bjd+06,06:10:13.596735,7e-06,vbc+22,-21:00:27.89913,0.00011,vbc+22,92.5566530625,-21.007749758333333
285,J0611+1436,lsb+17,06:11:18.649,0.013,lsb+17,+14:36:52,4.0,lsb+17,92.82770416666666,14.614444444444445
287,J0612+3721,stwd85,06:12:48.6867,0.0015,hlk+04,+37:21:37.36,0.11,hlk+04,93.20286125,37.36037777777778
288,J0612+37216,slr+14,06:12:44.10,0.03,lsk+18,+37:21:40,2.2,lsk+18,93.18374999999999,37.361111111111114
289,J0613-0200,wmg+22,06:13:43.975901,2.2e-06,rsc+21,-02:00:47.23742,7.2e-05,rsc+21,93.43323292083332,-2.0131215055555556
290,J0613+3731,cvh+14,06:13:12.150,0.011,cvh+14,+37:31:38.3,0.9,cvh+14,93.300625,37.52730555555556
291,J0614+2229,dls72,06:14:17.0058,0.0001,dgb+19,+22:29:56.848,0.001,dgb+19,93.57085749999999,22.499124444444444
292,J0614-3329,rrc+11,06:14:10.3478,0.0003,rrc+11,-33:29:54.118,0.004,rrc+11,93.54311583333332,-33.49836611111111
294,J0621+0336,bkl+13,06:21:11.221,0.005,bkl+13,+03:36:45.52,0.1,bkl+13,95.29675416666666,3.6126444444444443
295,J0621+1002,cnst96,06:21:22.11436,3e-05,dcl+16,+10:02:38.7352,0.0015,dcl+16,95.34214316666666,10.044093111111112
296,J0621+2514,san16,06:21:10.8542,0.0001,san16,+25:14:03.83,0.03,san16,95.29522583333332,25.234397222222224
298,J0622+3749,pga+12,06:22:10.51,0.02,pga+12,+37:49:13.6,0.9,pga+12,95.54379166666665,37.82044444444445
299,J0623+0340,bkl+13,06:23:46.759,0.01,bkl+13,+03:40:06.8,0.4,bkl+13,95.94482916666666,3.6685555555555553
300,J0624-0424,mlt+78,06:24:20.028,0.0026,hlk+04,-04:24:50.45,0.11,hlk+04,96.08344999999998,-4.414013888888889
301,J0625+10,cnst96,06:25:45,16.0,cnst96,+10:16,5.0,cnst96,96.4375,10.266666666666667
302,J0627+0649,bkl+13,06:27:53.6286,0.0008,bkl+13,+06:49:54.13,0.05,bkl+13,96.9734525,6.831702777777777
303,J0627+0706,cha03,06:27:44.172,0.004,lbs+20,+07:06:33.0,0.2,lbs+20,96.93404999999998,7.109166666666666
304,J0627+16,dcm+09,06:27:13,7.0,dcm+09,+16:12,2.0,dcm+09,96.80416666666666,16.2
305,J0628+0909,cfl+06,06:28:36.183,0.005,nab+13,+09:09:13.9,0.3,nab+13,97.1507625,9.153861111111112
306,J0629+2415,dth78,06:29:05.7273,0.0001,dgb+19,+24:15:41.546,0.001,dgb+19,97.27386374999999,24.261540555555555
307,J0630-0046,bkl+13,06:30:26.956,0.012,bkl+13,-00:46:05.85,0.17,bkl+13,97.61231666666666,-0.7682916666666667
309,J0630-2834,lvw69a,06:30:49.404393,4.3e-05,dtbr09,-28:34:42.77881,0.00037,dtbr09,97.70585163749999,-28.578549669444445
310,J0631+0646,cwp+17,06:31:52.38,0.02,cwp+17,+06:46:14.2,0.7,cwp+17,97.96824999999998,6.770611111111111
311,J0631+1036,zcwl96,06:31:27.524,0.004,ywml10,+10:37:02.5,0.3,ywml10,97.86468333333332,10.617361111111112
312,J0633+0632,aaa+09c,06:33:44.21,0.02,rkp+11,+06:32:34.9,1.6,rkp+11,98.43420833333332,6.543027777777778
313,J0633+1746,hh92,06:33:54.1530,0.0028,clm+98,+17:46:12.909,0.04,clm+98,98.47563749999998,17.770252499999998
314,J0633-2015,bjd+06,06:33:08.86,0.04,bjd+06,-20:15:07.1,0.6,bjd+06,98.28691666666664,-20.25197222222222
316,J0636-23,mss+20,06:36,0.0,mss+20,-23,0.0,mss+20,98.99999999999999,-23.0
317,J0636-3044,mbc+19,06:37:09,0.0,mbc+19,-30:50:42,0.0,mbc+19,99.2875,-30.845
318,J0636-4549,bjd+06,06:36:33.744,0.016,bjd+06,-45:49:32.62,0.16,bjd+06,99.14059999999998,-45.82572777777778
319,J0636+5128,slr+14,06:36:04.847464,4.8e-06,aab+21a,+51:28:59.96547,0.00011,aab+21a,99.02019776666666,51.483323741666666
321,J0645+5158,slr+14,06:45:59.082310,4.1e-06,aab+21a,+51:58:14.91313,6.5e-05,aab+21a,101.49617629166666,51.97080920277778
322,J0645+80,slr+14,06:46,7.0,slr+14,+80:09,18.0,slr+14,101.49999999999999,80.15
323,J0646+0905,bkl+13,06:46:31.025,0.005,lbs+20,+09:05:49.6,0.3,lbs+20,101.62927083333332,9.097111111111111
324,J0646-54,ckr+15,06:46:22.4,0.0,aab+22,-54:52:57,0.0,aab+22,101.59333333333332,-54.8825
325,J0647+0913,bkl+13,06:47:15.68,0.03,bkl+13,+09:13:59.5,0.6,bkl+13,101.81533333333333,9.233194444444445
326,J0648-27,mss+20,06:48,0.0,mss+20,-27,0.0,mss+20,101.99999999999999,-27.0
327,J0652-0142,bkl+13,06:52:11.106,0.012,bkl+13,-01:42:30.3,0.4,bkl+13,103.046275,-1.7084166666666667
329,J0653+4706,bph+17a,06:53:05.813,0.003,aab+22,+47:06:26.92,0.04,aab+22,103.27422083333332,47.10747777777778
330,J0653+8051,dbtb82,06:53:15.09,0.03,hlk+04,+80:52:00.22,0.11,hlk+04,103.31287499999998,80.86672777777777
331,J0656-2228,bjd+06,06:56:30.207,0.009,bjd+06,-22:28:25.55,0.15,bjd+06,104.1258625,-22.473763888888886
332,J0656-5449,jbo+09,06:56:48.990,0.007,jbo+09,-54:49:14.92,0.04,jbo+09,104.20412499999999,-54.82081111111111
333,J0658+0022,bkl+13,06:58:15.209,0.005,bkl+13,+00:22:35.3,0.3,bkl+13,104.56337083333332,0.3764722222222222
334,J0658+2936,dcm+23,06:57:44.62,0.08,dcm+23,+29:36:29,7.0,dcm+23,104.43591666666666,29.608055555555556
335,J0659+1414,mlt+78,06:59:48.196,0.003,jbv+19,+14:14:19.4,0.3,jbv+19,104.95081666666665,14.238722222222222
336,J0659-36,mss+20,06:59,0.0,mss+20,-36,0.0,mss+20,104.74999999999999,-36.0
337,J0700+6418,dth78,07:00:37.802,0.004,hlk+04,+64:18:11.20,0.04,hlk+04,105.15750833333333,64.30311111111111
338,J0702-4956,bcm+16,07:02:39.3,0.2,bcm+16,-49:56:34.2,0.6,bcm+16,105.66374999999998,-49.94283333333333
339,J0709+0458,mgf+19,07:09:08.36539,2e-05,mgf+19,+04:58:51.4941,0.0006,mgf+19,107.28485579166666,4.980970583333334
340,J0709-5923,jbo+09,07:09:32.533,0.008,jbo+09,-59:23:55.60,0.04,jbo+09,107.38555416666667,-59.39877777777778
341,J0711+0931,lzb+00,07:11:36.18,0.02,lzb+00,+09:31:25,1.0,lzb+00,107.90074999999999,9.523611111111112
342,J0711-6830,bjb+97,07:11:54.180042,7.2e-06,rsc+21,-68:30:47.36454,4e-05,rsc+21,107.97575017499999,-68.51315681666667
343,J0719-2545,bjd+06,07:19:07.380,0.005,bjd+06,-25:45:00.23,0.09,bjd+06,109.78074999999998,-25.75006388888889
344,J0720-3125,hmb+97,07:20:24.9620,0.0009,kva07,-31:25:50.083,0.011,kva07,110.10400833333331,-31.430578611111113
345,J0721-2038,bkl+13,07:21:42.9047,0.0011,bkl+13,-20:38:07.061,0.017,bkl+13,110.42876958333332,-20.635294722222223
346,J0725-1635,mld+96,07:25:00.404,0.0061,hlk+04,-16:35:45.82,0.14,hlk+04,111.25168333333333,-16.59606111111111
347,J0726-2612,bjd+06,07:26:08.12,0.04,bjd+06,-26:12:38.1,0.8,bjd+06,111.53383333333332,-26.210583333333332
348,J0729-1448,mhl+02,07:29:16.45,0.02,mhl+02,-14:48:36.8,0.8,mhl+02,112.31854166666666,-14.810222222222222
349,J0729-1836,mlt+78,07:29:32.3369,0.0001,dgb+19,-18:36:42.244,0.002,dgb+19,112.38473708333332,-18.611734444444444
350,J0732+2314,mgf+19,07:32:37.5156,0.0008,mgf+19,+23:14:54.21,0.07,mgf+19,113.15631499999998,23.248391666666667
351,J0733-2345,lfl+06,07:33:24.60,0.04,lfl+06,-23:45:56.2,1.1,lfl+06,113.35249999999999,-23.76561111111111
352,J0734-1559,sbd+11,07:34:45.695,0.003,aab+22,-15:59:18.24,0.04,aab+22,113.69039583333331,-15.988399999999999
353,J0736-6304,bb10,07:36:20.01,0.27,jcs+17,-63:04:16,2.0,jcs+17,114.08337499999998,-63.071111111111115
354,J0737-2202,mhl+02,07:37:44.071,0.006,mhl+02,-22:02:05.32,0.14,mhl+02,114.43362916666666,-22.034811111111114
355,J0737-3039A,bdp+03,07:37:51.248419,2.6e-05,dbt09,-30:39:40.71431,0.0001,dbt09,114.46353507916666,-30.661309530555553
356,J0737-3039B,lbk+04,07:37:51.248419,2.6e-05,dbt09,-30:39:40.71431,0.0001,dbt09,114.46353507916666,-30.661309530555553
357,J0738-4042,lvw68,07:38:32.262,0.002,jbv+19,-40:42:39.42,0.02,jbv+19,114.63442499999998,-40.710950000000004
358,J0738+6904,slr+14,07:38:22.60,0.035,lsk+18,+69:04:20.0,0.32,lsk+18,114.59416666666665,69.07222222222222
359,J0740+6620,slr+14,07:40:45.792765,5e-06,cfr+20,+66:20:33.51965,7e-05,cfr+20,115.19080318749998,66.34264434722222
361,J0742-2822,fss73,07:42:49.058,0.002,hlk+04,-28:22:43.76,0.04,hlk+04,115.70440833333332,-28.378822222222222
362,J0742+4110,slr+14,07:42:12.22,0.02,sbo+22,+41:10:15.0,0.2,sbo+22,115.55091666666665,41.170833333333334
363,J0742+4334,scb+19,07:42:42.13,0.01,mbc+20,+43:34:02.2,0.3,mbc+20,115.67554166666666,43.56727777777778
364,J0744-2525,nie+20,07:44,0.0,nie+20,-25:25,0.0,nie+20,115.99999999999999,-25.416666666666668
365,J0745-5353,mlt+78,07:45:04.48,0.04,psj+19,-53:53:09.56,0.03,psj+19,116.26866666666666,-53.88598888888889
366,J0746-4529,bjd+06,07:46:59.518,0.016,bjd+06,-45:29:26.65,0.17,bjd+06,116.74799166666665,-45.49073611111111
367,J0747+6646,slr+14,07:47:39.687,0.011,lsk+18,+66:46:56.77,0.17,lsk+18,116.91536249999999,66.78243611111111
368,J0749-4247,mld+96,07:49:49.675,0.004,dsb+98,-42:47:42.14,0.04,dsb+98,117.45697916666666,-42.79503888888889
369,J0750+57,slr+14,07:50,2.0,slr+14,+57:00,18.0,slr+14,117.49999999999999,57.0
370,J0750-6846,kbj+18,07:50:35.85,0.02,sfj+20,-68:46:33.81,0.1,sfj+20,117.64937499999998,-68.77605833333334
371,J0751+1807,lzc95,07:51:09.155331,1.3e-05,dcl+16,+18:07:38.4864,0.001,dcl+16,117.78814721249998,18.127357333333332
372,J0753-0816,mbc+19,07:53:33,0.0,mbc+19,-08:19:35,0.0,mbc+19,118.38749999999997,-8.32638888888889
373,J0754+3231,dth78,07:54:40.688,0.005,hlk+04,+32:31:56.2,0.2,hlk+04,118.66953333333333,32.53227777777778
374,J0758-1528,mlt+78,07:58:29.0708,0.0007,hlk+04,-15:28:08.738,0.019,hlk+04,119.62112833333332,-15.469093888888889
375,J0758-30,mss+20,07:58,0.0,mss+20,-30,0.0,mss+20,119.49999999999999,-30.0
376,J0802-5613,nie+20,08:02,0.0,nie+20,-56:13,0.0,nie+20,120.49999999999999,-56.21666666666667
377,J0803-0942,aac+18,08:03:26.848,0.013,clh+20,-09:42:50.81,0.14,clh+20,120.86186666666664,-9.714113888888889
379,J0804-3647,bkl+13,08:04:22.20,0.04,bkl+13,-36:47:35.5,0.5,bkl+13,121.09249999999999,-36.793194444444445
381,J0806-4123,hmz+04,08:06:23.40,0.04,hmz+04,-41:22:30.9,0.6,hmz+04,121.5975,-41.37525
382,J0807-5421,bbb+12,08:07:47.185,0.008,bbb+12,-54:21:26.46,0.08,bbb+12,121.94660416666666,-54.357350000000004
383,J0808-3937,bkl+13,08:08:11.63,0.03,bkl+13,-39:37:52.9,0.3,bkl+13,122.04845833333331,-39.63136111111111
384,J0809-4753,mlt+78,08:09:43.835,0.006,jbv+19,-47:53:54.70,0.06,jbv+19,122.43264583333332,-47.89852777777778
385,J0811+37,ttk+17,08:11:12,18.0,scb+19,+37:28,3.0,scb+19,122.8,37.46666666666667
386,J0812-3905,bkl+13,08:12:14.802,0.01,bkl+13,-39:05:48.92,0.09,bkl+13,123.06167499999998,-39.096922222222226
387,J0813+22,scb+19,08:13:54,12.0,scb+19,+22:01,3.0,scb+19,123.475,22.016666666666666
388,J0814+7429,cp68,08:14:59.50,0.02,hlk+04,+74:29:05.70,0.11,hlk+04,123.74791666666664,74.48491666666666
389,J0815+0939,clm+05,08:15:08.776,0.009,clm+05,+09:39:50.7,0.6,clm+05,123.78656666666666,9.664083333333334
390,J0815+4611,scb+19,08:15:59.4623,0.0008,mbc+20,+46:11:53.24,0.02,mbc+20,123.99775958333333,46.19812222222222
391,J0818-3049,bkl+13,08:18:49.3,0.4,bkl+13,-30:49:31,5.0,bkl+13,124.70541666666666,-30.825277777777778
392,J0818-3232,bjd+06,08:18:25.935,0.007,bjd+06,-32:32:30.53,0.11,bjd+06,124.60806249999999,-32.54181388888889
393,J0820-1350,vl70,08:20:26.3817,0.0001,cbv+09,-13:50:55.859,0.002,cbv+09,125.10992375000001,-13.848849722222223
394,J0820-3826,bkl+13,08:20:59.929,0.009,psj+19,-38:26:42.9,1.3,psj+19,125.24970416666666,-38.445249999999994
395,J0820-3921,bjd+06,08:20:49.11,0.04,bjd+06,-39:21:55.7,0.4,bjd+06,125.204625,-39.36547222222222
396,J0820-4114,mlt+78,08:20:15.46,0.01,lbs+20,-41:14:35.2,0.1,lbs+20,125.06441666666665,-41.24311111111111
397,J0821-4221,bjd+06,08:21:44.636,0.003,bjd+06,-42:21:25.46,0.04,bjd+06,125.43598333333331,-42.35707222222222
398,J0821-4300,gh09,08:21:57.3653,0.0031,gha13,-43:00:17.074,0.043,gha13,125.48902208333332,-43.00474277777778
399,J0823+0159,mlt+78,08:23:09.7651,0.0001,dgb+19,+01:59:12.469,0.001,dgb+19,125.79068791666664,1.9867969444444444
400,J0824+0028,dsm+13,08:24:24.84022,5e-05,mgf+19,+00:28:00.567,0.002,mgf+19,126.10350091666665,0.46682416666666665
401,J0826+2637,cls68,08:26:51.5068,0.0001,dgb+19,+26:37:21.297,0.001,dgb+19,126.71461166666666,26.6225825
402,J0827+53,scb+19,08:27:48,18.0,scb+19,+53:00,3.0,scb+19,126.94999999999997,53.0
403,J0828-3417,mlt+78,08:28:16.6,0.19,hlk+04,-34:17:07,2.8,hlk+04,127.06916666666665,-34.28527777777778
404,J0831-4406,kbm+03,08:31:32.43,0.03,kbm+03,-44:06:11.9,0.4,kbm+03,127.885125,-44.10330555555556
405,J0834-4159,kbm+03,08:34:17.807,0.002,psj+19,-41:59:35.99,0.02,psj+19,128.57419583333333,-41.99333055555556
407,J0835-3707,mlc+01,08:35:03.08,0.03,mlc+01,-37:07:51.5,0.3,mlc+01,128.7628333333333,-37.13097222222222
408,J0835-4510,lvm68,08:35:20.61149,2e-05,dlrm03,-45:10:34.8751,0.0003,dlrm03,128.83588120833335,-45.17635419444444
409,J0836-4233,bbb+12,08:36:05.85,0.03,bsb+19,-42:33:24.9,0.3,bsb+19,129.024375,-42.556916666666666
410,J0837+0610,phbc68,08:37:05.642,0.003,hlk+04,+06:10:14.56,0.14,hlk+04,129.27350833333333,6.170711111111111
412,J0837-4135,lvw68,08:37:21.1943,0.0006,jbv+19,-41:35:14.563,0.006,jbv+19,129.3383095833333,-41.58737861111111
413,J0838-2621,bjd+06,08:38:18.801,0.004,bjd+06,-26:21:29.55,0.07,bjd+06,129.57833749999998,-26.358208333333334
414,J0838-3947,mlc+01,08:38:30.8,0.5,mlc+01,-39:47:22,7.0,mlc+01,129.6283333333333,-39.78944444444444
415,J0839-66,mbc+19,08:39:37,0.0,mbc+19,-66:34:52,0.0,mbc+19,129.90416666666667,-66.58111111111111
416,J0840-5332,mlt+78,08:40:33.726,0.009,lbs+20,-53:32:35.95,0.06,lbs+20,130.14052499999997,-53.54331944444444
417,J0842-4851,mlt+78,08:42:05.4443,0.0009,lbs+20,-48:51:20.6,0.1,lbs+20,130.5226845833333,-48.85572222222223
418,J0843+0719,bjd+06,08:43:33.82,0.04,bjd+06,+07:18:47.8,1.6,bjd+06,130.89091666666664,7.3132777777777775
419,J0843-5022,ebvb01,08:43:09.884,0.008,ebvb01,-50:22:43.10,0.08,ebvb01,130.79118333333332,-50.37863888888889
420,J0843+67,trr+21,08:43:22.8,0.0,aab+22,+67:13:08,0.0,aab+22,130.845,67.21888888888888
421,J0846-3533,mlt+78,08:46:06.040,0.008,jbv+19,-35:33:41.2,0.1,jbv+19,131.52516666666665,-35.56144444444444
422,J0847-4316,mll+06,08:47:57.33,0.05,mlk+09,-43:16:56.8,0.7,mlk+09,131.98887499999998,-43.282444444444444
424,J0849-6322,ebvb01,08:49:42.59,0.02,ebvb01,-63:22:35.0,0.1,ebvb01,132.4274583333333,-63.37638888888889
425,J0849+8028,dtws85,08:49:01.5,0.3,hlk+04,+80:28:59.1,0.97,hlk+04,132.25624999999997,80.48308333333334
426,J0854+5449,gac+21,08:54:25.7255,0.0008,gac+21,+54:49:28.782,0.011,gac+21,133.60718958333334,54.82466166666667
427,J0855-3331,mlt+78,08:55:38.413,0.0063,hlk+04,-33:31:39.30,0.1,hlk+04,133.91005416666664,-33.52758333333333
428,J0855-4644,kbm+03,08:55:36.18,0.03,kbm+03,-46:44:13.4,0.5,kbm+03,133.90074999999996,-46.73705555555556
429,J0855-4658,kbm+03,08:55:19.57,0.05,kbm+03,-46:58:22.6,0.9,kbm+03,133.83154166666665,-46.972944444444444
430,J0856-6137,mlt+78,08:56:59.27,0.01,lbs+20,-61:37:52.71,0.08,lbs+20,134.24695833333334,-61.63130833333334
431,J0857+3349,scb+19,08:57:07.07,0.02,mbc+20,+33:49:17.0,0.6,mbc+20,134.2794583333333,33.82138888888889
432,J0857-4424,lml+98,08:57:55.832,0.002,psj+19,-44:24:10.65,0.02,psj+19,134.4826333333333,-44.40295833333333
433,J0900-3144,bjd+06,09:00:43.953088,8e-06,dcl+16,-31:44:30.89520,0.00013,dcl+16,135.18313786666664,-31.741915333333335
434,J0901-4624,mlc+01,09:01:40.12,0.03,mlc+01,-46:24:48.5,0.5,mlc+01,135.41716666666665,-46.41347222222222
435,J0902-6325,mlt+78,09:02:32.4,0.1,nmc81,-63:25:12.0,0.7,nmc81,135.635,-63.419999999999995
436,J0904-4246,mlt+78,09:04:59.083,0.009,lbs+20,-42:46:13.4,0.1,lbs+20,136.24617916666665,-42.77038888888889
437,J0904-7459,mlt+78,09:04:10.47,0.03,lbs+20,-74:59:41.7,0.1,lbs+20,136.043625,-74.99491666666667
438,J0905-4536,mld+96,09:05:23.90,0.05,dsb+98,-45:36:53.0,0.5,dsb+98,136.34958333333333,-45.61472222222223
439,J0905-5127,mld+96,09:05:51.96,0.02,psj+19,-51:27:54.05,0.02,psj+19,136.4665,-51.46501388888889
440,J0905-6019,bbb+12,09:05:15.245,0.005,bbb+12,-60:19:22.06,0.03,bbb+12,136.3135208333333,-60.32279444444445
441,J0907-5157,mlt+78,09:07:15.901,0.003,lbs+20,-51:57:59.36,0.02,lbs+20,136.81625416666668,-51.96648888888889
442,J0908-1739,mlt+78,09:08:38.1822,0.0011,hlk+04,-17:39:37.67,0.03,hlk+04,137.15909249999999,-17.660463888888888
443,J0908-4913,dmd+88,09:08:35.46,0.01,lbs+20,-49:13:05.00,0.01,lbs+20,137.14774999999997,-49.21805555555556
444,J0909-7212,mlt+78,09:09:35.81,0.03,lbs+20,-72:12:08.94,0.01,lbs+20,137.39920833333332,-72.20248333333333
446,J0912-3851,bbj+11,09:12:42.70,0.02,bbb+12,-38:51:03,1.0,bbb+12,138.17791666666665,-38.850833333333334
448,J0919-6040,bbb+12,09:19:27.87,0.07,bbb+12,-60:40:50.4,0.3,bbb+12,139.86612499999998,-60.68066666666667
449,J0921-5202,mlb+12,09:21:59.8785,0.0007,lkf+21,-52:02:38.47,0.01,lkf+21,140.49949375,-52.044019444444444
450,J0921+6254,dtws85,09:21:14.135,0.016,hlk+04,+62:54:13.91,0.14,hlk+04,140.3088958333333,62.903863888888885
451,J0922+0638,mlt+78,09:22:14.022,0.004,hlk+04,+06:38:23.30,0.17,hlk+04,140.558425,6.639805555555555
452,J0922-4949,mlc+01,09:22:14.961,0.013,mlc+01,-49:49:12.08,0.08,mlc+01,140.56233749999998,-49.82002222222223
454,J0924-5302,mlt+78,09:24:08.722,0.004,lbs+20,-53:02:42.6,0.3,lbs+20,141.03634166666666,-53.04516666666667
455,J0924-5814,mlt+78,09:24:30.82,0.01,lbs+20,-58:14:05.10,0.01,lbs+20,141.12841666666665,-58.23475
456,J0925+6103,mzl+23,09:25:17.5451,0.0002,mzl+23,+61:03:04.104,0.004,mzl+23,141.3231045833333,61.05114
457,J0927+2345,rtj+96,09:27:45.26,0.05,bfrs18,+23:45:10.7,1.2,bfrs18,141.9385833333333,23.752972222222223
459,J0928+30,ttol16,09:29:00,12.0,scb+19,+30:38,3.0,scb+19,142.24999999999997,30.633333333333333
460,J0930-2301,kmk+18,09:30:02.82,0.08,kmk+18,-23:01:45,1.0,kmk+18,142.51174999999998,-23.029166666666665
461,J0931-1902,abb+15,09:31:19.117146,9.8e-06,aab+21a,-19:02:55.0278,0.00021,aab+21a,142.829654775,-19.048618833333336
462,J0932-3217,ebvb01,09:32:39.15,0.06,ebvb01,-32:17:14.2,0.8,ebvb01,143.16312499999998,-32.287277777777774
463,J0932-5327,lfl+06,09:32:22.86,0.14,lfl+06,-53:27:11.0,1.6,lfl+06,143.09524999999996,-53.45305555555556
464,J0934-4154,ebvb01,09:34:58.20,0.03,ebvb01,-41:54:19.5,0.3,ebvb01,143.74249999999998,-41.90541666666667
